1,34
2,34
3,15
4,11
5,6
6,10
7,10
8,44
9,11
10,27
11,43
12,49
13,17
14,44
15,48
16,12
17,22
18,47
19,23
20,11
21,26
22,41
23,2
24,4
25,18
26,35
27,37
28,4
29,8
30,11
31,49
32,25
33,38
34,42
35,42
36,26
37,27
38,30
39,33
40,48
41,11
42,2
43,47
44,45
45,27
46,15
47,24
48,14
49,46
50,37
51,34
52,22
53,7
54,10
55,18
56,15
57,11
58,42
59,42
60,39
61,10
62,23
63,34
64,31
65,7
66,23
67,17
68,11
69,21
70,2
71,31
72,44
73,2
74,12
75,13
76,24
77,7
78,5
79,48
80,25
81,24
82,46
83,8
84,45
85,29
86,4
87,12
88,5
89,40
90,14
91,26
92,36
93,38
94,5
95,24
96,2
97,7
98,14
99,17
100,19
101,5
102,19
103,40
104,9
105,21
106,18
107,41
108,38
109,31
110,50
111,12
112,48
113,16
114,4
115,4
116,36
117,24
118,10
119,12
120,36
121,10
122,12
123,20
124,32
125,45
126,12
127,43
128,14
129,38
130,48
131,17
132,44
133,10
134,11
135,3
136,9
137,23
138,8
139,13
140,47
141,47
142,14
143,6
144,26
145,13
146,2
147,24
148,40
149,25
150,44
151,9
152,15
153,8
154,14
155,10
156,4
157,17
158,19
159,21
160,11
161,7
162,3
163,2
164,15
165,50
166,27
167,49
168,35
169,21
170,10
171,26
172,8
173,23
174,38
175,39
176,3
177,22
178,8
179,17
180,44
181,46
182,13
183,33
184,2
185,12
186,47
187,34
188,5
189,38
190,18
191,2
192,13
193,19
194,31
195,20
196,7
197,18
198,22
199,17
200,29
201,10
202,36
203,14
204,20
205,33
206,9
207,26
208,20
209,16
210,28
211,41
212,9
213,37
214,29
215,15
216,6
217,30
218,23
219,4
220,22
221,44
222,49
223,34
224,11
225,37
226,26
227,10
228,22
229,34
230,33
231,27
232,31
233,26
234,11
235,35
236,12
237,27
238,7
239,11
240,10
241,11
242,42
243,14
244,7
245,14
246,46
247,28
248,14
249,27
250,6
251,5
252,9
253,31
254,0
255,25
256,2
257,46
258,39
259,49
260,9
261,17
262,33
263,20
264,11
265,43
266,41
267,12
268,2
269,19
270,3
271,38
272,17
273,12
274,49
275,24
276,27
277,2
278,8
279,18
280,37
281,2
282,44
283,41
284,25
285,24
286,16
287,35
288,4
289,8
290,19
291,34
292,7
293,10
294,27
295,22
296,25
297,15
298,20
299,26
300,13
301,37
302,17
303,0
304,28
305,44
306,44
307,48
308,38
309,15
310,48
311,14
312,40
313,11
314,10
315,13
316,5
317,37
318,48
319,13
320,43
321,47
322,0
323,22
324,19
325,46
326,45
327,15
328,47
329,6
330,21
331,35
332,13
333,28
334,7
335,38
336,33
337,26
338,45
339,49
340,2
341,47
342,38
343,27
344,35
345,18
346,35
347,3
348,8
349,40
350,11
351,31
352,1
353,37
354,36
355,20
356,2
357,9
358,34
359,6
360,21
361,48
362,48
363,0
364,47
365,26
366,5
367,37
368,34
369,26
370,15
371,9
372,16
373,26
374,5
375,22
376,8
377,20
378,13
379,35
380,47
381,24
382,14
383,10
384,23
385,48
386,37
387,37
388,10
389,0
390,15
391,21
392,6
393,5
394,19
395,31
396,41
397,6
398,11
399,24
400,34
401,28
402,9
403,29
404,14
405,39
406,6
407,27
408,25
409,26
410,32
411,6
412,41
413,13
414,44
415,30
416,46
417,13
418,19
419,15
420,16
421,6
422,49
423,26
424,22
425,0
426,25
427,17
428,15
429,12
430,2
431,49
432,42
433,43
434,2
435,5
436,47
437,5
438,11
439,28
440,13
441,2
442,24
443,22
444,11
445,35
446,34
447,9
448,13
449,41
450,39
451,14
452,15
453,50
454,25
455,11
456,13
457,4
458,34
459,42
460,1
461,14
462,28
463,41
464,34
465,38
466,44
467,14
468,37
469,11
470,43
471,37
472,21
473,22
474,27
475,14
476,9
477,25
478,3
479,18
480,7
481,36
482,3
483,42
484,21
485,0
486,23
487,42
488,15
489,21
490,7
491,10
492,15
493,13
494,25
495,33
496,27
497,34
498,8
499,46
500,2
501,11
502,43
503,18
504,29
505,0
506,14
507,14
508,24
509,31
510,22
511,2
512,42
513,44
514,46
