1,9
2,9
3,2
4,5
5,9
6,0
7,0
8,5
9,5
10,9
11,4
12,4
13,0
14,5
15,0
16,0
17,0
18,1
19,0
20,0
21,1
22,4
23,7
24,5
25,5
26,9
27,9
28,9
29,9
30,8
31,8
32,9
33,8
34,5
35,9
36,1
37,5
38,9
39,4
40,6
41,5
42,5
43,1
44,9
45,4
46,2
47,4
48,9
49,4
50,9
51,9
52,5
53,1
54,6
55,5
56,5
57,9
58,9
59,9
60,0
61,6
62,1
63,5
64,9
65,0
66,0
67,2
68,1
69,8
70,5
71,4
72,9
73,5
74,8
75,6
76,0
77,5
78,5
79,8
80,6
81,9
82,9
83,9
84,4
85,8
86,1
87,6
88,2
89,7
90,8
91,1
92,5
93,7
94,4
95,8
96,5
97,1
98,5
99,6
100,9
101,9
102,5
103,3
104,0
105,4
106,9
107,5
108,3
109,9
110,9
111,5
112,0
113,3
114,2
115,2
116,1
117,5
118,1
119,1
120,4
121,2
122,1
123,4
124,9
125,4
126,6
127,4
128,5
129,1
130,0
131,5
132,9
133,0
134,5
135,9
136,0
137,0
138,5
139,1
140,4
141,1
142,8
143,0
144,3
145,0
146,2
147,4
148,3
149,5
150,9
151,4
152,9
153,9
154,7
155,4
156,5
157,4
158,9
159,4
160,5
161,8
162,0
163,5
164,4
165,9
166,5
167,9
168,5
169,4
170,9
171,3
172,9
173,0
174,1
175,6
176,9
177,4
178,9
179,5
180,5
181,4
182,0
183,5
184,5
185,1
186,1
187,4
188,2
189,1
190,9
191,5
192,1
193,9
194,9
195,9
196,8
197,5
198,0
199,2
200,5
201,0
202,8
203,5
204,5
205,9
206,4
207,3
208,9
209,9
210,5
211,4
212,5
213,4
214,0
215,2
216,9
217,2
218,0
219,3
220,0
221,9
222,0
223,9
224,9
225,9
226,1
227,9
228,1
229,5
230,0
231,5
232,2
233,7
234,5
235,5
236,1
237,4
238,0
239,5
240,8
241,9
242,9
243,5
244,6
245,9
246,0
247,3
248,5
249,9
250,5
251,0
252,4
253,2
254,0
255,0
256,5
257,0
258,1
259,0
260,5
261,0
262,4
263,9
264,5
265,9
266,9
267,0
268,1
269,0
270,9
271,0
272,2
273,7
274,8
275,4
276,9
277,5
278,9
279,5
280,9
281,5
282,5
283,9
284,0
285,4
286,2
287,4
288,4
289,5
290,5
291,9
292,0
293,9
294,5
295,0
296,5
297,9
298,9
299,1
300,5
301,9
302,6
303,9
304,3
305,1
306,2
307,4
308,1
309,9
310,1
311,4
312,3
313,5
314,9
315,9
316,2
317,2
318,1
319,4
320,9
321,1
322,8
323,0
324,2
325,4
326,0
327,2
328,1
329,5
330,0
331,2
332,9
333,3
334,4
335,5
336,4
337,3
338,3
339,8
340,7
341,1
342,9
343,5
344,9
345,5
346,9
347,1
348,9
349,1
350,5
351,9
352,2
353,9
354,9
355,3
356,7
357,5
358,9
359,1
360,4
361,0
362,0
363,2
364,0
365,1
366,2
367,4
368,9
369,3
370,2
371,9
372,9
373,7
374,0
375,1
376,9
377,0
378,8
379,4
380,0
381,9
382,5
383,1
384,6
385,0
386,0
387,0
388,9
389,2
390,5
391,9
392,2
393,2
394,9
395,9
396,6
397,9
398,5
399,4
400,9
401,7
402,5
403,4
404,9
405,5
406,9
407,5
408,7
409,0
410,5
411,8
412,2
413,1
414,5
415,8
416,4
417,1
418,9
419,9
420,5
421,9
422,0
423,1
424,1
425,2
426,0
427,5
428,9
429,1
430,5
431,4
432,5
433,9
434,5
435,2
436,1
437,9
438,5
439,9
440,0
441,5
442,4
443,5
444,5
445,5
446,9
447,5
448,4
449,9
450,2
451,5
452,2
453,5
454,5
455,5
456,4
457,1
458,9
459,5
460,5
461,5
462,5
463,9
464,9
465,0
466,9
467,1
468,5
469,5
470,4
471,9
472,4
473,0
474,5
475,8
476,5
477,5
478,9
479,9
480,1
481,0
482,0
483,9
484,9
485,8
486,0
487,4
488,2
489,0
490,0
491,9
492,2
493,4
494,0
495,9
496,5
497,6
498,9
499,0
500,9
501,5
502,2
503,9
504,0
505,0
506,5
507,5
508,0
509,0
510,0
511,2
512,9
513,5
514,4
