1,34
2,35
3,43
4,9
5,37
6,6
7,18
8,6
9,34
10,16
11,21
12,28
13,38
14,44
15,18
16,10
17,40
18,38
19,34
20,18
21,28
22,10
23,49
24,35
25,13
26,10
27,22
28,14
29,49
30,43
31,13
32,2
33,48
34,49
35,9
36,11
37,26
38,23
39,8
40,50
41,23
42,2
43,33
44,8
45,33
46,8
47,20
48,15
49,11
50,2
51,50
52,18
53,20
54,10
55,0
56,34
57,41
58,34
59,0
60,21
61,48
62,39
63,22
64,45
65,50
66,40
67,27
68,26
69,18
70,40
71,24
72,12
73,20
74,40
75,17
76,2
77,1
78,23
79,13
80,14
81,11
82,26
83,46
84,14
85,7
86,50
87,50
88,22
89,21
90,47
91,4
92,0
93,26
94,43
95,44
96,13
97,20
98,50
99,44
100,12
101,13
102,47
103,17
104,1
105,50
106,25
107,24
108,4
109,35
110,23
111,14
112,7
113,19
114,25
115,34
116,9
117,2
118,36
119,26
120,46
121,8
122,48
123,2
124,40
125,31
126,0
127,31
128,2
129,18
130,47
131,3
132,4
133,36
134,34
135,14
136,49
137,12
138,50
139,35
140,36
141,10
142,21
143,28
144,35
145,11
146,34
147,23
148,8
149,33
150,43
151,34
152,33
153,8
154,18
155,11
156,27
157,14
158,33
159,43
160,19
161,11
162,1
163,2
164,18
165,38
166,48
167,23
168,0
169,9
170,4
171,47
172,21
173,8
174,2
175,14
176,25
177,46
178,45
179,45
180,49
181,12
182,27
183,11
184,26
185,44
186,11
187,41
188,0
189,24
190,1
191,27
192,13
193,5
194,38
195,7
196,46
197,27
198,45
199,16
200,12
201,39
202,29
203,21
204,26
205,14
206,7
207,0
208,47
209,43
210,9
211,13
212,29
213,17
214,50
215,12
216,17
217,0
218,34
219,18
220,37
221,16
222,29
223,33
224,5
225,50
226,35
227,33
228,38
229,44
230,34
231,24
232,22
233,4
234,34
235,17
236,43
237,18
238,25
239,36
240,36
241,17
242,10
243,34
244,50
245,33
246,33
247,10
248,27
249,23
250,41
251,27
252,48
253,48
254,22
255,11
256,2
257,46
258,41
259,37
260,20
261,6
262,35
263,4
264,24
265,44
266,16
267,16
268,34
269,10
270,28
271,16
272,41
273,46
274,1
275,9
276,6
277,18
278,41
279,0
280,13
281,49
282,39
283,14
284,16
285,42
286,2
287,33
288,39
289,49
290,9
291,40
292,49
293,11
294,17
295,31
296,23
297,12
298,35
299,42
300,7
301,39
302,6
303,36
304,2
305,26
306,37
307,8
308,40
309,11
310,10
311,0
312,17
313,19
314,41
315,49
316,15
317,25
318,33
319,38
320,37
321,20
322,15
323,2
324,2
325,19
326,33
327,34
328,41
329,18
330,40
331,36
332,9
333,6
334,7
335,34
336,28
337,40
338,30
339,19
340,34
341,37
342,10
343,49
344,14
345,42
346,37
347,13
348,18
349,11
350,40
351,47
352,46
353,41
354,2
355,15
356,28
357,37
358,26
359,6
360,26
361,2
362,8
363,44
364,33
365,50
366,34
367,8
368,42
369,11
370,14
371,50
372,26
373,39
374,17
375,34
376,7
377,41
378,12
379,24
380,43
381,34
382,39
383,8
384,8
385,12
386,45
387,40
388,36
389,39
390,27
391,46
392,25
393,47
394,50
395,38
396,48
397,7
398,49
399,45
400,44
401,45
402,7
403,16
404,18
405,8
406,13
407,44
408,18
409,0
410,41
411,11
412,6
413,28
414,23
415,23
416,18
417,32
418,36
419,1
420,23
421,23
422,8
423,1
424,14
425,43
426,2
427,44
428,22
429,34
430,45
431,0
432,39
433,31
434,19
435,1
436,7
437,13
438,36
439,8
440,14
441,26
442,17
443,9
444,40
445,9
446,36
447,10
448,33
449,45
450,7
451,2
452,4
453,6
454,1
455,28
456,37
457,35
458,34
459,7
460,1
461,22
462,42
463,46
464,15
465,22
466,30
467,34
468,13
469,21
470,23
471,8
472,33
473,4
474,46
475,45
476,43
477,3
478,30
479,38
480,46
481,16
482,44
483,39
484,50
485,48
486,13
487,40
488,7
489,42
490,17
491,34
492,2
493,28
494,39
495,43
496,28
497,19
498,0
499,37
500,32
501,6
502,43
503,29
504,37
505,9
506,35
507,1
508,48
509,28
510,0
511,45
512,26
513,8
514,19
